phase,scope,category,dso,symbol,metadata_join,pgcm_function_ids,samples,period
startup,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::typed_feedback::invalidate_representation_change,no_pgcm_function_at_start,,3,15267882
startup,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::arena::allocators::arena_alloc,no_pgcm_function_at_start,,3,15264179
startup,main_thread,runtime_helper_source_bound,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,js_closure_alloc_init,no_pgcm_function_at_start,,3,15177435
command,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::object::exotic_expando::expando_clear_on_alloc,no_pgcm_function_at_start,,3,14959951
startup,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::arena::page_meta::classify_heap_space_in_range_uncached,no_pgcm_function_at_start,,3,14953416
between_phases,main_thread,runtime_helper_source_bound,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,js_object_get_field_by_name,no_pgcm_function_at_start,,3,14948889
between_phases,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::object::descriptor_state::get_accessor_descriptor,no_pgcm_function_at_start,,4,14917545
startup,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,<alloc::raw_vec::RawVecInner>::finish_grow,no_pgcm_function_at_start,,3,14910719
startup,main_thread,runtime_helper_source_bound,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,js_register_closure_arity,no_pgcm_function_at_start,,2,14864178
command,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::object::object_ops::extract_obj_ptr,no_pgcm_function_at_start,,3,14832833
startup,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::value::addr_class::try_read_tracked_gc_header,no_pgcm_function_at_start,,3,14794257
startup,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::box::scan_box_roots_mut,no_pgcm_function_at_start,,3,14712808
between_phases,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::gc::barrier::write_barrier_decoded_parent,no_pgcm_function_at_start,,3,14705725
startup,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::arena::block::arena_cell_alloc,no_pgcm_function_at_start,,3,14641053
startup,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,mi_malloc_aligned,no_pgcm_function_at_start,,3,14619946
startup,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::array::iterator::array_from_spread_value::{closure#0},no_pgcm_function_at_start,,3,14436103
startup,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::array::element_shape::clear_element_shape,no_pgcm_function_at_start,,3,14426501
startup,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::object::shape_cache_insert,no_pgcm_function_at_start,,1,14395420
startup,main_thread,runtime_helper_source_bound,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,js_object_get_field_ic,no_pgcm_function_at_start,,3,14188804
startup,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::object::field_get_set::has_property::closure_dynamic_prop_by_key,no_pgcm_function_at_start,,3,14103806
between_phases,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,<core::hash::sip::Hasher<core::hash::sip::Sip13Rounds> as core::hash::Hasher>::write,no_pgcm_function_at_start,,3,14086877
between_phases,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::closure::registry::resolve_strategy_slow,no_pgcm_function_at_start,,3,13810748
startup,main_thread,runtime_helper_source_bound,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,js_object_get_field_ic_miss,no_pgcm_function_at_start,,6,13742684
between_phases,main_thread,runtime_helper_source_bound,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,js_closure_call1_receiverless,no_pgcm_function_at_start,,3,13383993
command,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,<std::hash::random::RandomState as core::hash::BuildHasher>::hash_one::<&usize>,no_pgcm_function_at_start,,3,13117462
between_phases,foreign_pid,other_dso,/usr/bin/node,"std::pair<std::_Rb_tree_iterator<std::pair<int const, int> >, bool> std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, v8::internal::ZoneAllocator<std::pair<int const, int> > >::_M_emplace_unique<int&, int&>(int&, int&)",not_application_dso,,3,12583226
between_phases,foreign_pid,other_dso,/usr/bin/node,Builtins_LoadIC_NoFeedback,not_application_dso,,3,12409765
command,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::array::iter_object::dispatch_array_iterator_method_inner,no_pgcm_function_at_start,,3,11991438
between_phases,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,_mi_page_free_collect,no_pgcm_function_at_start,,3,11705878
startup,main_thread,runtime_helper_source_bound,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,js_string_from_bytes_with_capacity,no_pgcm_function_at_start,,1,11584467
startup,main_thread,unknown_symbol,[unknown],[unknown],not_application_dso,,9,11292543
startup,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,"<hashbrown::raw::RawTable<(u32, ())>>::reserve_rehash::<hashbrown::map::make_hasher<u32, (), perry_runtime::fast_hash::PtrHasher>::{closure#0}>",no_pgcm_function_at_start,,1,11249690
command,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,<perry_runtime::gc::oldgen::ArenaSweepObjectsState>::reclaim_dead_object,no_pgcm_function_at_start,,2,10681365
command,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::closure::dynamic_props::scan_closure_owner,no_pgcm_function_at_start,,2,10656337
between_phases,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::gc::barrier::leaf::decode_raw_pointer_candidate,no_pgcm_function_at_start,,2,10653648
command,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::gc::layout_slot_visit::visit_gc_layout_slot_descriptors,no_pgcm_function_at_start,,2,10652872
startup,foreign_pid,other_dso,/usr/bin/node,"v8::internal::RegExpBytecodePeepholeOptimization::OptimizeBytecode(v8::internal::Isolate*, v8::internal::Zone*, v8::internal::DirectHandle<v8::internal::String>, v8::internal::RegExpBytecodeWriter*)",not_application_dso,,2,10636272
command,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,<perry_runtime::gc::cycle::RootScanCycleState>::step_current_subphase,no_pgcm_function_at_start,,2,10628716
startup,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::gc::old_free::old_free_take_exact,no_pgcm_function_at_start,,2,10622580
command,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::symbol::is_immortal_symbol_pointer,no_pgcm_function_at_start,,2,10615331
command,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,"<hashbrown::map::HashMap<u32, perry_runtime::object::class_registry::state::ClassVTable, perry_runtime::fast_hash::PtrHasher>>::get::<u32>",no_pgcm_function_at_start,,2,10593979
command,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::gc::barrier::dirty_slot_ranges_for,no_pgcm_function_at_start,,2,10576466
command,main_thread,runtime_helper_source_bound,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,js_is_symbol,no_pgcm_function_at_start,,2,10571366
command,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,<perry_runtime::gc::roots::RuntimeRootVisitor>::visit_nanbox_u64_raw_slot,no_pgcm_function_at_start,,2,10569852
command,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::object::native_call_method::handle_methods::dispatch_handle,no_pgcm_function_at_start,,2,10567645
command,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::proxy::own_set_descriptor,no_pgcm_function_at_start,,2,10546885
command,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::object::native_call_method::gc_pointer_and_type_from_value,no_pgcm_function_at_start,,2,10545897
command,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::object::side_table_roots::transition_entry_is_dead,no_pgcm_function_at_start,,2,10545289
command,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::gc::barrier::scan_dirty_object_slots::{closure#1},no_pgcm_function_at_start,,2,10543584
command,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::arena::page_meta::old_page_account_swept_object,no_pgcm_function_at_start,,2,10543537
startup,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::gc::layout_tables::per_object_slot_mask,no_pgcm_function_at_start,,2,10540974
command,main_thread,runtime_helper_source_bound,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,js_get_string_pointer_unified,no_pgcm_function_at_start,,2,10540754
command,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::weakref::is_weak_target_trace_slot,no_pgcm_function_at_start,,2,10537501
command,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::gc::layout_slot_visit::visit_gc_rewrite_slots::<perry_runtime::gc::verify::restore_surviving_dirty_coverage::{closure#0}::{closure#0}>::{closure#0},no_pgcm_function_at_start,,2,10532524
command,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::url::url_class::is_url_object_shape,no_pgcm_function_at_start,,2,10529782
command,main_thread,compiled_function_prefix,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_fn_cli_2_1_112_js__Wa6.__arena,exact_start_and_symbol,55:0,2,10524736
command,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,"perry_runtime::object::with_transition_cache::<perry_runtime::object::TransitionEntry, perry_runtime::object::transition_cache_lookup::{closure#0}>",no_pgcm_function_at_start,,2,10516590
command,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::gc::trace::try_mark_value,no_pgcm_function_at_start,,2,10511895
command,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::typed_feedback::registry,no_pgcm_function_at_start,,2,10509364
command,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::string::compare::js_string_key_matches,no_pgcm_function_at_start,,2,10509108
command,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::gc::layout_slot_visit::visit_gc_rewrite_slot_descriptors::<perry_runtime::gc::layout_slot_visit::visit_gc_rewrite_slots<perry_runtime::gc::verify::restore_surviving_dirty_coverage::{closure#0}::{closure#0}>::{closure#0}>,no_pgcm_function_at_start,,2,10508904
command,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::process::env_misc::process_env_has_field,no_pgcm_function_at_start,,2,10507610
command,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::arena::page_meta::old_object_page_overlaps,no_pgcm_function_at_start,,2,10507176
command,main_thread,runtime_helper_source_bound,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,js_try_end,no_pgcm_function_at_start,,2,10499414
command,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::gc::layout::layout_note_slot::{closure#1},no_pgcm_function_at_start,,2,10499086
command,main_thread,runtime_helper_source_bound,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,js_put_value_set,no_pgcm_function_at_start,,2,10494553
command,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::object::field_get_set::enumeration::canonical_array_index,no_pgcm_function_at_start,,2,10489699
between_phases,foreign_pid,other_dso,/usr/bin/node,"v8::internal::compiler::MachineOperatorReducer::MachineOperatorReducer(v8::internal::compiler::AdvancedReducer::Editor*, v8::internal::compiler::MachineGraph*, v8::internal::compiler::MachineOperatorReducer::SignallingNanPropagation)",not_application_dso,,1,10486954
command,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::object::prop_plan::read_plan_lookup,no_pgcm_function_at_start,,2,10486301
command,main_thread,compiled_function_prefix,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_fn_cli_2_1_112_js__YF6,exact_start_and_symbol,9:6,2,10481002
command,main_thread,compiled_function_prefix,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_fn_cli_2_1_112_js__Ez4,exact_start_and_symbol,63:39,2,10480223
command,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::object::class_registry::parent_static::is_registered_class_prototype_object,no_pgcm_function_at_start,,2,10480102
command,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::box::scan_box_roots_mut,no_pgcm_function_at_start,,2,10475998
command,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::object::native_module::callable_exports::bound_native_callable_module_and_method,no_pgcm_function_at_start,,2,10470913
command,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::object::set_object_keys_array,no_pgcm_function_at_start,,2,10469460
command,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::array::iter_object::make_pair_array,no_pgcm_function_at_start,,2,10467809
command,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::async_hooks::is_async_resource_handle,no_pgcm_function_at_start,,2,10462769
command,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::url::search_params::url_search_params_backing_of,no_pgcm_function_at_start,,2,10462527
command,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,trunc,no_pgcm_function_at_start,,2,10460019
command,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,<core::str::lossy::Utf8Chunks as core::iter::traits::iterator::Iterator>::next,no_pgcm_function_at_start,,2,10457913
command,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::regex::lookup_repeat_matcher,no_pgcm_function_at_start,,2,10456383
command,main_thread,runtime_helper_source_bound,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,js_object_alloc_with_parent,no_pgcm_function_at_start,,2,10449078
command,main_thread,runtime_helper_source_bound,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,js_array_push_f64,no_pgcm_function_at_start,,2,10441417
startup,main_thread,runtime_helper_source_bound,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,js_closure_call1_receiverless,no_pgcm_function_at_start,,2,10435122
command,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::object::field_get_set::accessors::array_subclass_prototype_field,no_pgcm_function_at_start,,2,10434454
command,main_thread,unknown_symbol,[unknown],[unknown],not_application_dso,,2,10433895
startup,foreign_pid,other_dso,/usr/bin/node,"detail::sprp(unsigned long long, unsigned long long)",not_application_dso,,2,10432898
command,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,_mi_malloc_generic,no_pgcm_function_at_start,,2,10416689
command,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,"core::ptr::drop_glue::<perry_runtime::gc::roots::GcRootRegistryGuard<core::option::Option<std::collections::hash::map::HashMap<alloc::string::String, alloc::vec::Vec<perry_runtime::ui_text_registry::ForEachBinding>>>>>",no_pgcm_function_at_start,,2,10412715
command,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::proxy::target_set,no_pgcm_function_at_start,,2,10403735
command,main_thread,compiled_function_prefix,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_fn_cli_2_1_112_js__GW7,exact_start_and_symbol,8:0,2,10401366
startup,main_thread,runtime_helper_source_bound,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,js_typed_feedback_class_field_set_guard,no_pgcm_function_at_start,,2,10397495
between_phases,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,mi_malloc_aligned,no_pgcm_function_at_start,,2,10396659
between_phases,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,_mi_page_malloc_zero,no_pgcm_function_at_start,,2,10394441
command,main_thread,runtime_helper_source_bound,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,js_nanbox_get_pointer,no_pgcm_function_at_start,,2,10389461
command,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,"<perry_runtime::object::class_image::ImageTable<std::sync::poison::rwlock::RwLock<core::option::Option<std::collections::hash::map::HashMap<u32, perry_runtime::object::class_registry::state::ClassVTable, perry_runtime::fast_hash::PtrHasher>>>>>::read",no_pgcm_function_at_start,,2,10386143
startup,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::typedarray::lookup_typed_array_kind,no_pgcm_function_at_start,,2,10382131
command,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::box::is_registered_box_ptr,no_pgcm_function_at_start,,2,10381553
between_phases,main_thread,runtime_helper_source_bound,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,js_jsvalue_to_string,no_pgcm_function_at_start,,2,10381497
between_phases,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::gc::root_words::mark_mutable_root_bits,no_pgcm_function_at_start,,2,10378683
between_phases,main_thread,other_dso,/usr/lib/x86_64-linux-gnu/libc.so.6,__memset_avx512_unaligned_erms,not_application_dso,,2,10369859
between_phases,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::symbol::is_registered_symbol_slow,no_pgcm_function_at_start,,2,10366019
between_phases,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,<perry_runtime::gc::roots::RuntimeRootVisitor>::visit_nanbox_bits,no_pgcm_function_at_start,,2,10359374
startup,main_thread,runtime_helper_source_bound,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,js_native_call_value,no_pgcm_function_at_start,,2,10346635
between_phases,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::buffer::view::remove_entries_for_dead_buffer,no_pgcm_function_at_start,,2,10345861
between_phases,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::closure::dynamic_props::scan_closure_dynamic_props_roots_mut,no_pgcm_function_at_start,,2,10335695
between_phases,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::shared_sab::is_shared_sab,no_pgcm_function_at_start,,2,10317597
command,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::object::class_registry::state::class_decl_prototype_object,no_pgcm_function_at_start,,2,10315578
command,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,<perry_runtime::gc::copying_pointer_set::CopyingPointerSet>::classify_malloc,no_pgcm_function_at_start,,2,10311756
command,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::object::arguments::is_arguments_object,no_pgcm_function_at_start,,2,10301134
between_phases,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::gc::trace::trace_heap_rewrite_slots::{closure#0},no_pgcm_function_at_start,,2,10300278
startup,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::object::string_wrapper::has_index_key,no_pgcm_function_at_start,,2,10298255
command,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::arena::page_meta::flush_deferred_old_page_registrations_batch,no_pgcm_function_at_start,,2,10295837
command,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::object::shapes::shape_descriptor_ensure_with_holes,no_pgcm_function_at_start,,2,10291827
between_phases,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::object::object_keys_array,no_pgcm_function_at_start,,2,10279323
startup,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::object::reflect_support::obj_value_has_own_key,no_pgcm_function_at_start,,2,10270560
between_phases,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::gc::layout::layout_note_slot,no_pgcm_function_at_start,,2,10256836
command,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::iter_result::emit_iter_result_cached,no_pgcm_function_at_start,,2,10252454
startup,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::typedarray_props::typed_array_addr_from_value,no_pgcm_function_at_start,,2,10240804
between_phases,main_thread,compiled_function_prefix,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_fn_cli_2_1_112_js__GW7,exact_start_and_symbol,8:0,2,10238261
startup,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,<regex_syntax::hir::ClassUnicodeRange as regex_syntax::hir::interval::Interval>::case_fold_simple,no_pgcm_function_at_start,,2,10237026
startup,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::object::object_ops::extract_obj_ptr,no_pgcm_function_at_start,,2,10227153
startup,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::object::live_slots::object_live_slot_count,no_pgcm_function_at_start,,2,10211111
command,main_thread,compiled_function_prefix,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_closure_cli_2_1_112_js__37648,exact_start_and_symbol,94:6,2,10204490
between_phases,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,<perry_runtime::gc::roots::RuntimeRootVisitor>::visit_nanbox_u64_raw_slot,no_pgcm_function_at_start,,2,10188619
startup,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::native_handle::canonical::is_canonical_handle_addr,no_pgcm_function_at_start,,2,10185824
startup,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::array::iter_object::dispatch_array_iterator_method_inner,no_pgcm_function_at_start,,2,10185185
startup,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,<std::hash::random::RandomState as core::hash::BuildHasher>::hash_one::<&str>,no_pgcm_function_at_start,,2,10175425
between_phases,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::box::scan_box_roots_mut,no_pgcm_function_at_start,,2,10171412
