row,startup_cpu_s_change_percent,command_cpu_s_change_percent,startup_plus_command_cpu_s_change_percent,command_wall_s_change_percent,peak_rss_mib_change_percent
1,-7.766990291262143,-2.3437499999999556,-4.761904761904734,-0.885978374792995,-0.6787821630442226
2,-2.020202020202022,-15.86206896551724,-10.245901639344257,-8.021090778776207,0.0795113442348061
3,0.0,-1.6393442622950505,-0.9090909090908927,-1.9004508441218038,-1.7392775773398372
4,0.0,-2.3999999999999466,-1.3452914798205984,-1.851749524325219,-1.9148821079330025
5,-1.0309278350515427,-2.4590163934426035,-1.8264840182648179,-3.400858428916642,-0.4681074995104728
