# runtime_symbol	result_kind	provider_source	provider_return
js_http_agent_free_sockets	NR_JS_VALUE	crates/perry-ext-http/src/agent.rs	f64
js_http_agent_new	NR_GCPTR	crates/perry-ext-http/src/agent.rs	Handle
js_http_agent_noop_self	NR_GCPTR	crates/perry-ext-http/src/agent.rs	Handle
js_http_agent_requests	NR_JS_VALUE	crates/perry-ext-http/src/agent.rs	f64
js_http_agent_sockets	NR_JS_VALUE	crates/perry-ext-http/src/agent.rs	f64
js_http_client_request_destroy	NR_GCPTR	crates/perry-ext-http/src/client_request_surface.rs	Handle
js_http_client_request_end_full	NR_GCPTR	crates/perry-ext-http/src/client_outgoing.rs	Handle
js_http_get_overload	NR_GCPTR	crates/perry-ext-http/src/lib.rs	Handle
js_http_incoming_message_set_encoding	NR_GCPTR	crates/perry-ext-http/src/client_surface.rs	Handle
js_http_on	NR_GCPTR	crates/perry-ext-http/src/lib.rs	Handle
