phase,scope,category,dso,symbol,metadata_join,pgcm_function_ids,samples,period
between_phases,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,"<std::thread::local::LocalKey<core::cell::RefCell<std::collections::hash::map::HashMap<usize, perry_runtime::typedarray_view::ViewMeta, perry_runtime::fast_hash::PtrHasher>>>>::with::<perry_runtime::typedarray_view::view_meta_of::{closure#0}, core::option::Option<perry_runtime::typedarray_view::ViewMeta>>",no_pgcm_function_at_start,,29,151707572
between_phases,main_thread,compiled_function_prefix,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_closure_cli_2_1_112_js__42814,exact_start_and_symbol,74:14,29,151053254
between_phases,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,<perry_runtime::gc::layout::HeapChildSlotIterator as core::iter::traits::iterator::Iterator>::next,no_pgcm_function_at_start,,27,143661079
between_phases,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,fmod,no_pgcm_function_at_start,,27,140726469
between_phases,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::buffer::header::is_array_buffer,no_pgcm_function_at_start,,27,140717836
between_phases,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::typedarray::typed_array_fast_index_set,no_pgcm_function_at_start,,27,138880014
between_phases,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::typedarray::typed_array_fast_index_get,no_pgcm_function_at_start,,27,138225836
between_phases,main_thread,runtime_helper_source_bound,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,js_dyn_index_get,no_pgcm_function_at_start,,26,135679396
between_phases,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::typedarray::data_ptr,no_pgcm_function_at_start,,26,135495133
between_phases,main_thread,runtime_helper_source_bound,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,js_dynamic_bitand,no_pgcm_function_at_start,,24,125210124
between_phases,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::arena::page_meta::old_page_account_swept_object,no_pgcm_function_at_start,,23,121470897
command,main_thread,other_dso,/usr/lib/x86_64-linux-gnu/libc.so.6,__memmove_avx512_unaligned_erms,not_application_dso,,23,120637717
between_phases,main_thread,runtime_helper_source_bound,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,js_numeric_step,no_pgcm_function_at_start,,23,119824363
startup,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,<perry_runtime::gc::copying::CopyingNurseryCollector>::visit_slot_with_parent,no_pgcm_function_at_start,,23,117547578
command,main_thread,runtime_helper_source_bound,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,js_object_get_field_by_name,no_pgcm_function_at_start,,22,115011724
startup,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,<perry_runtime::gc::copying::CopyingNurseryCollector>::mark_addr,no_pgcm_function_at_start,,23,113214448
command,main_thread,runtime_helper_source_bound,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,js_regexp_test,no_pgcm_function_at_start,,21,108260693
startup,main_thread,runtime_helper_source_bound,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,js_object_get_field_by_name,no_pgcm_function_at_start,,17,101806841
between_phases,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::typedarray::store_at,no_pgcm_function_at_start,,19,99224906
startup,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,<perry_runtime::gc::copying_pointer_set::CopyingPointerSet>::classify_arena,no_pgcm_function_at_start,,20,97584182
between_phases,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::gc::layout_slot_visit::visit_gc_rewrite_slot_descriptors::<perry_runtime::gc::layout_slot_visit::visit_gc_rewrite_slots<perry_runtime::gc::verify::restore_surviving_dirty_coverage::{closure#0}::{closure#0}>::{closure#0}>,no_pgcm_function_at_start,,18,95661319
between_phases,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::gc::layout_tables::per_object_slot_mask,no_pgcm_function_at_start,,18,95433444
command,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::exception::try_push_with_kind,no_pgcm_function_at_start,,19,93218309
between_phases,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::gc::layout_slot_visit::visit_gc_layout_slot_descriptors.specialized.1,no_pgcm_function_at_start,,17,90245022
startup,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::object::class_meta_registry::get_parent_class_id,no_pgcm_function_at_start,,13,89457150
between_phases,main_thread,runtime_helper_source_bound,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,js_dynamic_shr,no_pgcm_function_at_start,,17,88649403
between_phases,main_thread,runtime_helper_source_bound,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,js_number_coerce,no_pgcm_function_at_start,,17,88276267
command,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,<regex::regex::string::Regex>::find_at,no_pgcm_function_at_start,,17,87121818
command,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::object::exotic_expando::value_lookup,no_pgcm_function_at_start,,17,83511657
command,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::buffer::header::is_registered_buffer_slow,no_pgcm_function_at_start,,16,82779119
between_phases,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,<perry_runtime::gc::dead_owner::PostTraceProbe>::owner_is_dead,no_pgcm_function_at_start,,15,80299520
command,main_thread,runtime_helper_source_bound,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,js_array_get_f64,no_pgcm_function_at_start,,15,78885907
between_phases,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::buffer::header::is_shared_array_buffer,no_pgcm_function_at_start,,15,78287340
startup,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::object::descriptor_state::get_accessor_descriptor,no_pgcm_function_at_start,,15,78213083
command,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::gc::layout_tables::layout_forget_object,no_pgcm_function_at_start,,15,75602685
startup,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::object::shapes::scan_shape_table_rekey_mut,no_pgcm_function_at_start,,15,74060655
command,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,<unicode_segmentation::grapheme::GraphemeCursor>::next_boundary,no_pgcm_function_at_start,,15,73347524
between_phases,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::proxy::lookup,no_pgcm_function_at_start,,14,72959046
startup,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::gc::layout_tables::layout_forget_object,no_pgcm_function_at_start,,18,72629182
command,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::object::descriptor_state::get_accessor_descriptor,no_pgcm_function_at_start,,14,72587662
command,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,<perry_runtime::gc::copying_pointer_set::CopyingPointerSet>::classify_arena,no_pgcm_function_at_start,,14,71675821
command,main_thread,runtime_helper_source_bound,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,js_object_get_field,no_pgcm_function_at_start,,14,69433163
between_phases,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,<perry_runtime::gc::oldgen::ArenaSweepObjectsState>::reclaim_dead_object,no_pgcm_function_at_start,,13,69029242
command,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::buffer::header::is_registered_buffer,no_pgcm_function_at_start,,13,68478566
command,main_thread,runtime_helper_source_bound,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,js_object_get_own_field_or_undef,no_pgcm_function_at_start,,13,68247316
command,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::object::field_get_set::get_field_by_name_tail::get_field_by_name_object_tail,no_pgcm_function_at_start,,13,67793905
between_phases,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::typedarray::load_at,no_pgcm_function_at_start,,13,67741932
between_phases,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::box::box_get_bits_named,no_pgcm_function_at_start,,13,67703764
between_phases,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,<perry_runtime::gc::trace::ValidPointerSetBuilder>::step,no_pgcm_function_at_start,,13,66324999
between_phases,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::gc::verify::remember_evacuated_old_to_young_slot,no_pgcm_function_at_start,,12,63624788
command,main_thread,compiled_function_prefix,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_fn_cli_2_1_112_js__u_N_24_6,exact_start_and_symbol,60:41,12,63173219
startup,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::object::descriptor_state::gc_scan::scan_descriptor_roots_mut,no_pgcm_function_at_start,,13,63048996
command,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::closure::dynamic_props::is_closure_ptr,no_pgcm_function_at_start,,12,62703514
command,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::object::shapes::scan_shape_table_rekey_mut,no_pgcm_function_at_start,,12,62405202
startup,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::object::shapes::shape_slot_lookup_verdict,no_pgcm_function_at_start,,12,62069209
command,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,<perry_runtime::gc::copying::CopyingNurseryCollector>::mark_addr,no_pgcm_function_at_start,,12,61595816
startup,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,<perry_runtime::gc::layout::HeapChildSlotIterator as core::iter::traits::iterator::Iterator>::next,no_pgcm_function_at_start,,12,61270991
command,main_thread,runtime_helper_source_bound,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,js_native_call_value,no_pgcm_function_at_start,,11,56863410
startup,main_thread,runtime_helper_source_bound,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,js_put_value_set,no_pgcm_function_at_start,,11,56506374
command,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::object::class_meta_registry::get_parent_class_id,no_pgcm_function_at_start,,11,53976708
between_phases,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,<perry_runtime::gc::layout::HeapChildSlotIterator>::new,no_pgcm_function_at_start,,10,53880324
command,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,<perry_runtime::arena::walk::ArenaObjectCursor>::next_budgeted,no_pgcm_function_at_start,,10,52496358
startup,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::gc::layout_slot_visit::visit_gc_layout_slot_descriptors.specialized.1,no_pgcm_function_at_start,,10,51736370
command,main_thread,other_dso,/usr/lib/x86_64-linux-gnu/libc.so.6,__memcmp_evex_movbe,not_application_dso,,10,51735388
startup,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::object::class_registry::parent_static::is_class_object_ptr,no_pgcm_function_at_start,,10,51621206
command,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,<perry_runtime::gc::copying::CopyingNurseryCollector>::visit_slot_with_parent,no_pgcm_function_at_start,,10,50528327
startup,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,core::str::converts::from_utf8,no_pgcm_function_at_start,,10,48677913
startup,main_thread,other_dso,/usr/lib/x86_64-linux-gnu/libc.so.6,__memcmp_evex_movbe,not_application_dso,,10,48049484
command,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::typedarray::lookup_registered_typed_array_kind,no_pgcm_function_at_start,,9,47494283
command,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,<perry_runtime::arena::page_meta::page_class::PageGenerationCacheSet>::insert,no_pgcm_function_at_start,,9,47380820
command,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,core::str::converts::from_utf8,no_pgcm_function_at_start,,9,46840315
startup,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::object::reflect_support::obj_value_has_own_key,no_pgcm_function_at_start,,9,46163441
between_phases,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::object::shapes::scan_shape_table_rekey_mut,no_pgcm_function_at_start,,9,45601439
startup,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,_mi_page_malloc_zero,no_pgcm_function_at_start,,9,45576220
command,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::object::regex_proto_thunks::regexp_prototype_test_is_canonical,no_pgcm_function_at_start,,10,44925411
startup,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,regex_automata::util::determinize::next,no_pgcm_function_at_start,,9,43056027
between_phases,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::gc::layout_tables::prune_dead_per_object_layout_owners,no_pgcm_function_at_start,,8,42436294
startup,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::object::field_get_set::get_field_by_name_tail::get_field_by_name_object_tail,no_pgcm_function_at_start,,8,42370128
command,main_thread,runtime_helper_source_bound,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,js_object_get_field_ic,no_pgcm_function_at_start,,8,42335765
command,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::object::shapes::shape_descriptor_by_id,no_pgcm_function_at_start,,8,42117674
command,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,<perry_runtime::string::OwnedStringBytes>::copy_of_key,no_pgcm_function_at_start,,8,41957512
command,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::object::class_registry::prototype_objects::class_prototype_object,no_pgcm_function_at_start,,8,41944075
between_phases,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,mi_free,no_pgcm_function_at_start,,8,41931352
command,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::gc::dead_owner::owner_is_dead_copied_minor_from_space,no_pgcm_function_at_start,,8,41744947
between_phases,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::symbol::is_registered_symbol_slow,no_pgcm_function_at_start,,8,41680865
startup,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::value::addr_class::try_read_tracked_gc_header,no_pgcm_function_at_start,,8,41272785
startup,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::buffer::header::is_registered_buffer,no_pgcm_function_at_start,,8,41175563
startup,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::gc::layout::layout_transfer,no_pgcm_function_at_start,,8,40524032
startup,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::arena::allocators::arena_alloc_gc_old,no_pgcm_function_at_start,,8,40507742
command,main_thread,runtime_helper_source_bound,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,js_segments_project_next,no_pgcm_function_at_start,,8,37831324
between_phases,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::gc::types::gc_type_clear_dead_payload_side_tables,no_pgcm_function_at_start,,7,37471463
between_phases,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,<perry_runtime::object::shapes::ShapeTableInner>::facts_remove,no_pgcm_function_at_start,,7,37263798
startup,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,<perry_runtime::string::OwnedStringBytes>::copy_of_key,no_pgcm_function_at_start,,7,37153037
between_phases,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::gc::barrier::remembered_child_needs_tracking,no_pgcm_function_at_start,,7,37038909
between_phases,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::gc::layout_slot_visit::visit_gc_rewrite_slots::<perry_runtime::gc::verify::restore_surviving_dirty_coverage::{closure#0}::{closure#0}>::{closure#0},no_pgcm_function_at_start,,7,37019886
startup,main_thread,runtime_helper_source_bound,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,js_is_symbol,no_pgcm_function_at_start,,7,36984981
between_phases,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::gc::dead_owner::prune_dead_owner_side_tables_post_trace,no_pgcm_function_at_start,,7,36895516
command,main_thread,compiled_function_prefix,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_fn_cli_2_1_112_js__zF6,exact_start_and_symbol,70:282,7,36646748
between_phases,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::buffer::exotic_view::is_non_indexed_buffer_view,no_pgcm_function_at_start,,7,36502470
between_phases,main_thread,runtime_helper_source_bound,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,js_to_numeric,no_pgcm_function_at_start,,7,36328984
command,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::object::object_ops::extract_obj_ptr,no_pgcm_function_at_start,,7,36300972
startup,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,mi_theap_malloc_aligned,no_pgcm_function_at_start,,7,35916734
command,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::gc::layout::layout_transfer,no_pgcm_function_at_start,,7,35867146
startup,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,<perry_runtime::object::shapes::ShapeTableInner>::facts_remove,no_pgcm_function_at_start,,7,35566899
command,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::regex::regex_header_clear_dead_for_gc,no_pgcm_function_at_start,,7,35179090
startup,main_thread,other_application_symbol,/root/cc-perf-native-recv-0909/gc-leaf-census-20260911/compile-v2/cc-diagnostic,perry_runtime::gc::layout_slot_visit::visit_gc_rewrite_slots::<<perry_runtime::gc::copying::CopyingNurseryCollector>::scan_object_fields::{closure#0}>::{closure#0},no_pgcm_function_at_start,,7,35099654
