row,startup_cpu_s_change_percent,command_cpu_s_change_percent,startup_plus_command_cpu_s_change_percent,command_wall_s_change_percent,peak_rss_mib_change_percent
1,-15.126050420168058,0.0,-7.407407407407418,-1.6464280131966103,0.2512889389541195
2,-2.0618556701030966,-6.29921259842523,-4.464285714285743,-2.628547933235048,0.3615997221326328
3,-1.0309278350515427,-14.173228346456746,-8.482142857142893,-11.409341925681616,-2.3062390980257197
4,0.0,-3.3333333333332993,-1.8604651162790309,-5.533823314665753,3.7815385375006283
5,-4.040404040404044,-5.084745762711873,-4.6082949308756005,-4.484924429785064,0.3750896013050786
