phase,symbol,linked_ip,symbol_offset,instruction,samples,period,phase_percent,focus_region
command,perry_runtime::gc::malloc::gc_malloc_header_is_tracked,0x113cdc47,151,"mov 0x20(%r14),%rdx",1,5250138,0.027747800942705014,hash_lookup
command,perry_runtime::gc::malloc::gc_malloc_header_is_tracked,0x113cdc4b,155,"mov 0x28(%r14),%rsi",1,5168077,0.027314095715688255,hash_lookup
command,perry_runtime::gc::malloc::gc_malloc_header_is_tracked,0x113cdc4f,159,"movd %eax,%xmm0",8,41184330,0.21766562913178175,hash_lookup
command,perry_runtime::gc::malloc::gc_malloc_header_is_tracked,0x113cdc67,183,"and %rsi,%rcx",1,4881553,0.025799771536531894,hash_lookup
command,perry_runtime::gc::malloc::gc_malloc_header_is_tracked,0x113cdc6f,191,"movdqa %xmm2,%xmm3",8,41304436,0.2183004081375954,hash_lookup
command,perry_runtime::gc::malloc::gc_malloc_header_is_tracked,0x113cdc73,195,"pcmpeqb %xmm0,%xmm3",9,47061244,0.24872603932088463,hash_lookup
command,perry_runtime::gc::malloc::gc_malloc_header_is_tracked,0x113cdc77,199,"pmovmskb %xmm3,%r8d",6,31380092,0.16584869700182547,hash_lookup
command,perry_runtime::gc::malloc::gc_malloc_header_is_tracked,0x113cdc7f,207,je 113cdcab <_RNvNtNtCscI5nJwKNRh4_13perry_runtime2gc6malloc27gc_malloc_header_is_tracked+0xfb>,15,78196043,0.4132783244309391,hash_lookup
command,perry_runtime::gc::malloc::gc_malloc_header_is_tracked,0x113cdcaf,255,"pmovmskb %xmm2,%eax",1,5270468,0.027855248174218774,hash_lookup
command,perry_runtime::gc::malloc::gc_malloc_header_is_tracked,0x113cdcb5,261,jne 113cdcc4 <_RNvNtNtCscI5nJwKNRh4_13perry_runtime2gc6malloc27gc_malloc_header_is_tracked+0x114>,4,21075998,0.11138994768763201,hash_lookup
command,perry_runtime::gc::malloc::gc_malloc_header_is_tracked,0x113cdcc6,278,incq (%r14),3,15862847,0.08383762882815374,borrow_and_ensure_dispatch
command,perry_runtime::gc::malloc::gc_malloc_header_is_tracked,0x113cdcc9,281,jmp 113cdccd <_RNvNtNtCscI5nJwKNRh4_13perry_runtime2gc6malloc27gc_malloc_header_is_tracked+0x11d>,14,73456664,0.3882299647337204,borrow_and_ensure_dispatch
command,perry_runtime::gc::malloc::gc_malloc_header_is_tracked,0x113cdcd6,294,pop %rbp,1,5289197,0.02795423387018637,entry_return
command,perry_runtime::gc::malloc::gc_malloc_header_is_tracked,0x113cdcd7,295,ret ,4,21006982,0.11102518732707355,entry_return
startup,js_native_call_method,0x1185824a,26,"mov %rsi,%r8",1,4633233,0.03132914207858485,
startup,js_native_call_method,0x11858dec,3004,"mov %r14,0x8(%rcx,%r15,8)",1,5227753,0.03534918630009503,
startup,js_native_call_method,0x11858e78,3144,"test %rax,%rax",1,3046850,0.020602287116174872,
startup,js_native_call_method,0x11858f0e,3294,"movabs $0x7fffffffffffffff,%rdx",2,10534029,0.07122933191595007,
startup,js_native_call_method,0x1185901e,3566,seta %al,1,36682228,0.2480390545373055,
startup,js_native_call_method,0x118593d1,4513,jae 1185b714 <js_native_call_method+0x34e4>,1,5576773,0.037709200823057225,
startup,js_native_call_method,0x11859555,4901,"mov (%rax),%rcx",1,5212187,0.03524393162682579,
startup,js_native_call_method,0x118598d1,5793,"movabs $0x7fffffffffffffff,%rdx",1,4505078,0.030462579528615738,
startup,js_native_call_method,0x11859910,5856,"lea -0x3(%r8),%r13",1,4995919,0.03378156379446092,
startup,js_native_call_method,0x1185a96c,10044,"mov %rdx,(%rcx)",1,5232799,0.03538330650318616,
startup,js_native_call_method,0x1185aa33,10243,"mov %rax,%rdx",1,5101467,0.03449526161369653,
startup,js_native_call_method,0x1185ac03,10707,"mov -0x40(%rbp),%rbx",1,5261669,0.03557852058626999,
startup,js_native_call_method,0x1185ac21,10737,jae 1185b714 <js_native_call_method+0x34e4>,1,5328089,0.03602764145216636,
startup,js_native_call_method,0x1185b17d,12109,jae 1185b714 <js_native_call_method+0x34e4>,1,5181769,0.03503825022816823,
startup,js_native_call_method,0x1185b1f0,12224,"test $0x1,%al",1,4956364,0.0335140995389576,
startup,js_native_call_method,0x1185b275,12357,"cmp $0x1,%rax",1,5306698,0.03588299910886029,
startup,js_object_get_field_by_name,0x1188ae20,0,push %rbp,2,10520756,0.07113958212292022,
startup,js_object_get_field_by_name,0x1188ae21,1,"mov %rsp,%rbp",3,28607601,0.1934397851902691,
startup,js_object_get_field_by_name,0x1188ae34,20,"mov %rsi,%r12",2,9903751,0.066967498114152,
startup,js_object_get_field_by_name,0x1188ae6c,76,"lea -0x35910(%rax),%rax",1,5323907,0.03599936347172103,
startup,js_object_get_field_by_name,0x1188ae9f,127,"shr $0x22,%rdx",1,5279155,0.035696757976529915,
startup,js_object_get_field_by_name,0x1188aefc,220,"and $0x3f,%edx",2,10114755,0.06839427166410075,
startup,js_object_get_field_by_name,0x1188af06,230,"lea -0x1000(%r12),%rax",1,8463585,0.05722933790706826,
startup,js_object_get_field_by_name,0x1188af5d,317,"mov %r12,-0x30(%rbp)",1,4281756,0.028952513734973647,
startup,js_object_get_field_by_name,0x1188af93,371,"movabs $0xffff000000000000,%rcx",1,5263393,0.03559017798423454,
startup,js_object_get_field_by_name,0x1188b033,531,je 1188e184 <js_object_get_field_by_name+0x3364>,1,10782486,0.07290935635103006,
startup,js_object_get_field_by_name,0x1188b055,565,"mov %rax,%rcx",1,5064267,0.034243721472002095,
startup,js_object_get_field_by_name,0x1188b0f1,721,jb 1188b105 <js_object_get_field_by_name+0x2e5>,2,10366035,0.0700933847502561,
startup,js_object_get_field_by_name,0x1188b13a,794,jb 1188b620 <js_object_get_field_by_name+0x800>,1,5203809,0.035187281000290414,
startup,js_object_get_field_by_name,0x1188b2d1,1201,"testb $0x10,-0x7(%rax)",1,5238287,0.03542041543591786,
startup,js_object_get_field_by_name,0x1188b2d5,1205,je 1188b620 <js_object_get_field_by_name+0x800>,1,5246583,0.035476511592248426,
startup,js_object_get_field_by_name,0x1188b2ed,1229,"mov %r13,%rsi",1,5242975,0.03545211490323677,
startup,js_object_get_field_by_name,0x1188b343,1315,je 1188b3dc <js_object_get_field_by_name+0x5bc>,1,5035731,0.0340507658407281,
startup,js_object_get_field_by_name,0x1188b416,1526,"testb $0x9,-0x5(%r14)",1,4701985,0.03179403153615948,
startup,js_object_get_field_by_name,0x1188b527,1799,jne 1188b5f0 <js_object_get_field_by_name+0x7d0>,1,5347508,0.036158949463229915,
startup,js_object_get_field_by_name,0x1188b643,2083,"mov %r12,%rbx",1,4984000,0.03370096952164221,
startup,js_object_get_field_by_name,0x1188b700,2272,"cmp $0x1000,%r14",1,5218115,0.03528401576553452,
startup,js_object_get_field_by_name,0x1188bab3,3219,"mov %r12,%rcx",1,5347934,0.03616183000356222,
startup,js_object_get_field_by_name,0x1188bbbb,3483,"lea 0xffd9(%rdx),%eax",1,5290552,0.03577382257316678,
startup,js_object_get_field_by_name,0x1188bc85,3685,"mov -0x30(%rbp),%rsi",1,5164515,0.03492158158287802,
startup,js_object_get_field_by_name,0x1188c1f6,5078,"mov -0x48(%rbp),%r15",1,3332157,0.02253148505183121,
startup,js_object_get_field_by_name,0x1188c203,5091,"cmp $0x7,%r15",1,5166587,0.03493559209829712,
startup,js_object_get_field_by_name,0x1188c213,5107,jne 1188c340 <js_object_get_field_by_name+0x1520>,1,5210215,0.03523059729458328,
startup,js_object_get_field_by_name,0x1188c21f,5119,jne 1188c340 <js_object_get_field_by_name+0x1520>,1,5319422,0.03596903665625061,
startup,js_object_get_field_by_name,0x1188c34f,5423,je 1188c3f0 <js_object_get_field_by_name+0x15d0>,1,5211533,0.03523950938885084,
startup,js_object_get_field_by_name,0x1188cd10,7920,"test %r14,%r14",1,5222959,0.03531677007860892,
startup,js_object_get_field_by_name,0x1188cd22,7938,je 1188d62f <js_object_get_field_by_name+0x280f>,1,5193228,0.035115734058374586,
startup,js_object_get_field_by_name,0x1188cd28,7944,"mov %r14,%rax",1,5209731,0.03522732456800855,
startup,js_object_get_field_by_name,0x1188cd38,7960,"movabs $0x7ff9000000000000,%rcx",1,5102382,0.034501448689762404,
startup,js_object_get_field_by_name,0x1188cde8,8136,"mov %rax,%rcx",2,10097174,0.06827539189982307,
startup,js_object_get_field_by_name,0x1188cdeb,8139,"shr $0x36,%rcx",1,5324445,0.03600300133721113,
startup,js_object_get_field_by_name,0x1188ce01,8161,"bt %rcx,%rdx",1,5343352,0.0361308472904105,
startup,js_object_get_field_by_name,0x1188ce12,8178,"mov %rax,%rdx",1,5326437,0.036016470906088956,
startup,js_object_get_field_by_name,0x1188cec1,8353,"test %r12d,%r12d",2,10337627,0.06990129463344816,
startup,js_object_get_field_by_name,0x1188cf1e,8446,"cmp %rax,%rbx",1,4736172,0.032025198278743026,
startup,js_object_get_field_by_name,0x1188cf82,8546,jne 1188d35b <js_object_get_field_by_name+0x253b>,1,5280078,0.03570299914724991,
startup,js_object_get_field_by_name,0x1188d415,9717,jne 1188d530 <js_object_get_field_by_name+0x2710>,1,5006422,0.033852583313499,
startup,js_object_get_field_by_name,0x1188d8bd,10909,"lea -0x1(%r14),%rax",1,5251675,0.035510942839600795,
startup,js_object_get_field_by_name,0x1188d983,11107,"cmpq $0x0,-0x40(%rbp)",3,14764994,0.09983840545369785,
startup,js_object_get_field_by_name,0x1188e826,14854,"cmp %ebx,%edx",1,5202016,0.03517515703593401,
startup,perry_runtime::buffer::header::is_registered_buffer,0x1150edd1,1,"mov %rsp,%rbp",1,5003768,0.033834637411992094,
startup,perry_runtime::buffer::header::is_registered_buffer,0x1150edd6,6,push %r14,1,5218177,0.03528443499910401,
startup,perry_runtime::buffer::header::is_registered_buffer,0x1150edda,10,push %rbx,1,5282764,0.03572116142737333,
startup,perry_runtime::buffer::header::is_registered_buffer,0x1150ede2,18,"movzbl (%rax),%eax",2,10290328,0.06958146675274908,
startup,perry_runtime::buffer::header::is_registered_buffer,0x1150edf4,36,"mov (%r14),%rax",1,4670150,0.03157876862188952,
startup,perry_runtime::buffer::header::is_registered_buffer,0x1150edf7,39,"cmp %rax,%rdi",1,4603765,0.031129884420104965,
startup,perry_runtime::buffer::header::is_registered_buffer,0x1150ee00,48,"cmp %rax,%rdi",2,9403939,0.06358785345553422,
startup,perry_runtime::buffer::header::is_registered_buffer,0x1150ee12,66,"test %eax,%eax",2,10378176,0.07017548014972685,
startup,perry_runtime::buffer::header::is_registered_buffer,0x1150ee25,85,"test %eax,%eax",1,5122940,0.034640458427207414,
startup,perry_runtime::buffer::header::is_registered_buffer,0x1150ee54,132,"shr $0x36,%rcx",1,5329517,0.036037297347928175,
startup,perry_runtime::buffer::header::is_registered_buffer,0x1150ee58,136,"mov %rax,%rsi",1,4857732,0.0328471665482155,
startup,perry_runtime::buffer::header::is_registered_buffer,0x1150ee6a,154,"bt %rcx,%rsi",2,10395266,0.07029103985460745,
startup,perry_runtime::buffer::header::is_registered_buffer,0x1150eef1,289,"movzbl (%r12),%eax",1,5224335,0.035326074359118914,
startup,perry_runtime::buffer::header::is_registered_buffer,0x1150eef6,294,"test %al,%al",1,5061607,0.034225734999504584,
startup,perry_runtime::buffer::header::is_registered_buffer,0x1150efeb,539,pop %rbx,2,10587712,0.07159232733064316,
startup,perry_runtime::buffer::header::is_registered_buffer,0x1150efec,540,pop %r12,1,5215660,0.035267415468549036,
startup,perry_runtime::closure::dynamic_props::is_closure_ptr,0x115933c0,0,push %rbp,4,19745357,0.1335147821932072,
startup,perry_runtime::closure::dynamic_props::is_closure_ptr,0x115933c1,1,"mov %rsp,%rbp",2,10535380,0.07123846715066591,
startup,perry_runtime::closure::dynamic_props::is_closure_ptr,0x115933ec,44,"shr $0x36,%rdx",3,15889931,0.10744504019502363,
startup,perry_runtime::closure::dynamic_props::is_closure_ptr,0x11593402,66,"bt %rdx,%rsi",4,20534013,0.1388475413864376,
startup,perry_runtime::closure::dynamic_props::is_closure_ptr,0x1159348a,202,jne 11593600 <_RNvNtNtCscI5nJwKNRh4_13perry_runtime7closure13dynamic_props14is_closure_ptr+0x240>,4,20599970,0.1392935315242263,
startup,perry_runtime::closure::dynamic_props::is_closure_ptr,0x11593497,215,jne 11593600 <_RNvNtNtCscI5nJwKNRh4_13perry_runtime7closure13dynamic_props14is_closure_ptr+0x240>,1,5292270,0.035785439400140735,
startup,perry_runtime::closure::dynamic_props::is_closure_ptr,0x115934c9,265,"cmpb $0x2,(%rax)",1,5167365,0.034940852803411054,
startup,perry_runtime::closure::dynamic_props::is_closure_ptr,0x11593512,338,"cmp 0x10(%rax),%r8",1,5202683,0.035179667177721925,
startup,perry_runtime::closure::dynamic_props::is_closure_ptr,0x11593520,352,"cmp 0x8(%rcx),%rdx",1,4933667,0.03336062624336516,
startup,perry_runtime::closure::dynamic_props::is_closure_ptr,0x11593602,578,pop %rbx,1,5169818,0.034957439576733,
startup,perry_runtime::gc::malloc::gc_malloc_header_is_tracked,0x113cdc0a,90,jne 113cdd12 <_RNvNtNtCscI5nJwKNRh4_13perry_runtime2gc6malloc27gc_malloc_header_is_tracked+0x162>,1,10892506,0.07365329308192313,borrow_and_ensure_dispatch
startup,perry_runtime::gc::malloc::gc_malloc_header_is_tracked,0x113cdc6f,191,"movdqa %xmm2,%xmm3",1,5327802,0.03602570080644952,hash_lookup
