phase,symbol,samples,period,phase_percent
startup,perry_runtime::gc::malloc::ensure_set_built,1,4756527,0.03216283536433954
startup,perry_runtime::object::prop_plan::read_plan_record,1,4748153,0.032106211785131226
startup,js_gc_declare_typed_shape_layout,1,4744994,0.0320848511585825
startup,perry_runtime::object::field_get_set::class_object_props::instance_constructor_value,1,4741521,0.03206136731685925
startup,<perry_runtime::object::shapes::shapes_store::SpillList>::position,1,4738774,0.032042792564998104
startup,perry_runtime::object::object_ops::descriptor_helpers::define_property_force_store_value,1,4726720,0.031961285444890984
startup,perry_runtime::object::field_get_set::enumeration::canonical_array_index,1,4713801,0.03187392934030629
startup,perry_runtime::map::js_map_set::{closure#0},1,4712198,0.03186309012398543
startup,<regex_automata::dfa::determinize::Config>::run,1,4711777,0.03186024339281195
startup,<regex_syntax::ast::parse::ParserI<&mut regex_syntax::ast::parse::Parser>>::push_class_open,1,4703754,0.031805993216553495
startup,js_string_concat_box,1,4703012,0.03180097593738314
startup,"core::ptr::drop_glue::<std::sync::poison::mutex::MutexGuard<std::collections::hash::map::HashMap<usize, perry_runtime::closure::dynamic_props::ClosureProps, perry_runtime::fast_hash::PtrHasher>>>",1,4689452,0.031709285498636455
startup,<aho_corasick::nfa::noncontiguous::Compiler>::fill_failure_transitions,1,4684929,0.03167870173355893
startup,"<hashbrown::map::HashMap<i64, (), std::hash::random::RandomState>>::insert",1,4679521,0.03164213374736852
startup,"<alloc::vec::Vec<(i64, i64)>>::insert_mut",1,4678918,0.03163805636281363
startup,perry_runtime::gc::dead_owner::prune_dead_owner_side_tables_copied_minor::{closure#1},1,4673880,0.03160399025437662
startup,"<regress::parse::Parser<core::iter::adapters::map::Map<core::str::iter::Chars, <u32 as core::convert::From<char>>::from>>>::consume_term",1,4669884,0.03157696997463977
startup,<regex_automata::dfa::dense::Builder>::build_from_nfa,1,4666044,0.03155100454065841
startup,perry_runtime::arena::page_meta::register_old_block_pages::{closure#0},1,4654790,0.03147490688596408
startup,perry_runtime::gc::layout_tables::typed_layouts_remove,1,4638765,0.03136654853191425
startup,"<hashbrown::map::HashMap<perry_runtime::set::JSValueKey, u32, perry_runtime::fast_hash::PtrHasher>>::insert",1,4637810,0.03136009098257774
startup,perry_runtime::object::class_registry::construct::extends_target_must_throw,1,4634822,0.031339886629260995
startup,js_iterator_result_validate,1,4627046,0.031287306625448735
startup,<aho_corasick::nfa::noncontiguous::NFA>::init_full_state,1,4625761,0.031278617671629455
startup,<regex_automata::dfa::onepass::InternalBuilder>::compile_transition,1,4624367,0.03126919167814768
startup,js_get_string_pointer_unified,1,4602020,0.03111808502367333
startup,"<hashbrown::raw::RawTable<(perry_runtime::gc::layout::typed_shape::RegisteredTypedShapeKey, u32)>>::reserve_rehash::<hashbrown::map::make_hasher<perry_runtime::gc::layout::typed_shape::RegisteredTypedShapeKey, u32, perry_runtime::fast_hash::FastKeyHasher>::{closure#0}>",1,4598193,0.031092207493504928
startup,js_write_barrier_slot,1,4586750,0.031014831852606825
startup,perry_runtime::regex::exec_array::materialize_exec_match,1,4571095,0.03090897537631041
startup,"<hashbrown::raw::RawTable<(u32, (bool, bool))>>::reserve_rehash::<hashbrown::map::make_hasher<u32, (bool, bool), perry_runtime::fast_hash::PtrHasher>::{closure#0}>",1,4561205,0.030842100860144876
startup,"<hashbrown::map::HashMap<u32, u32, perry_runtime::fast_hash::PtrHasher>>::insert",1,4543688,0.030723653853100212
startup,regress::optimizer::contains_capture_groups,1,4541372,0.030707993450730203
startup,"<regress::api::Regex>::from_unicode::<core::iter::adapters::map::Map<core::str::iter::Chars, <u32 as core::convert::From<char>>::from>, &str>",1,4524190,0.03059181165732714
startup,perry_runtime::arena::allocators::arena_alloc_gc_longlived,1,4506274,0.03047066667940785
startup,perry_closure_cli_2_1_112_js__35629,1,4505833,0.030467684711599052
startup,<regex_syntax::hir::literal::PreferenceTrie>::minimize::{closure#0},1,4495723,0.030399322592445002
startup,"<hashbrown::raw::RawTable<((u32, alloc::string::String), u64)>>::reserve_rehash::<hashbrown::map::make_hasher<(u32, alloc::string::String), u64, std::hash::random::RandomState>::{closure#0}>",1,4466771,0.03020355403915636
startup,<regex_syntax::ast::parse::ParserI<&mut regex_syntax::ast::parse::Parser>>::parse_escape,1,4460679,0.030162360960038014
startup,js_object_get_index_polymorphic,1,4459200,0.030152360210856127
startup,perry_runtime::object::native_module::build_bound_method_closure_with_private_brand,1,4457544,0.030141162617451665
startup,perry_closure_cli_2_1_112_js__10694,1,4421408,0.029896817064756227
startup,perry_closure_cli_2_1_112_js__17968,1,4412809,0.02983867207340057
startup,<perry_runtime::gc::roots::runtime_handles::RuntimeHandle>::get_nanbox_u64,1,4409333,0.029815167946182025
startup,"<alloc::raw_vec::RawVec<(extern ""C"" fn(usize, extern ""C"" fn(u32, *mut core::ffi::c_void, *mut core::ffi::c_void) -> bool, *mut core::ffi::c_void), usize)>>::grow_one",1,4406653,0.0297970462370492
startup,perry_runtime::object::native_module::get_module_name_from_namespace,1,4406053,0.02979298913798961
startup,"<std::hash::random::RandomState as core::hash::BuildHasher>::hash_one::<&(u32, bool, alloc::string::String)>",1,4382357,0.02963276077246296
startup,mi_arena_try_alloc_at,1,4314652,0.029174950952747313
startup,js_object_alloc_with_parent,1,4307480,0.029126455095321708
startup,js_object_has_property,1,4297593,0.029059600864651466
startup,perry_closure_cli_2_1_112_js__10691,1,4281764,0.028952567829627775
startup,perry_runtime::url::url_class::is_url_object_shape,1,4209379,0.028463112637247344
startup,js_build_class_keys_array,1,4181259,0.028272969927987997
startup,js_put_value_set_dyn_ic,1,4158316,0.02811783322178113
startup,perry_runtime::object::native_module::callable_exports::builtin_closure_length,1,4099174,0.027717924967477565
startup,perry_runtime::object::shapes::remove_descriptor_and_reverse_indices,1,4089700,0.027653863373326676
startup,mi_good_size,1,4086279,0.02763073114685526
startup,js_dyn_index_get,1,4051872,0.0273980768012832
startup,perry_runtime::object::class_registry::class_meta::class_name_for_id,1,3986510,0.026956109953395244
startup,perry_runtime::object::class_registry::parent_static::class_dynamic_static_accessor_setter_apply,1,3960301,0.026778889104640685
startup,"<hashbrown::raw::RawTable<(usize, perry_runtime::closure::dynamic_props::ClosureProps)>>::reserve_rehash::<hashbrown::map::make_hasher<usize, perry_runtime::closure::dynamic_props::ClosureProps, perry_runtime::fast_hash::PtrHasher>::{closure#0}>",1,3934116,0.02660183053984851
startup,<regex_syntax::ast::parse::ParserI<&mut regex_syntax::ast::parse::Parser>>::pop_group,1,3848991,0.026026229610769495
startup,js_class_register_capture_values,1,3838515,0.025955392661189094
startup,js_object_get_field_by_name_f64,1,3782718,0.02557810273414273
startup,"<hashbrown::map::HashMap<alloc::string::String, f64, std::hash::random::RandomState>>::insert",1,3701038,0.02502579631549752
startup,perry_fn_cli_2_1_112_js__u__5f__5f_perry_5f_entry_5f_chunk_5f_cli_5f_2_2e_1_2e_112_2e_js_5f_44,1,3622371,0.024493863295963206
startup,perry_runtime::closure::dynamic_props::function_prototype_fallback_target,1,3137668,0.021216383153497605
startup,perry_runtime::builtins::fn_metadata::registered_name_string,1,2355327,0.015926324927869377
startup,strcmp,1,2044482,0.013824443332573457
startup,perry_runtime::promise::context_for_promise,1,594321,0.004018698616988748
startup,__strlen_evex,2,194305,0.0013138577212886617
startup,perry_runtime::object::class_registry::prototype_objects::function_value_for_class_id,1,132169,0.0008937045426777547
startup,PyList_New,1,51990,0.0003515476335132782
startup,PyDict_Keys,1,47635,0.00032209985617243715
startup,__strchrnul_evex,5,7730,5.226895955102213e-05
startup,__printf_buffer,6,6844,4.627797660636422e-05
startup,_mi_prim_clock_now,1,3591,2.428173787163266e-05
startup,__ctype_init,35,3437,2.3240415779671805e-05
startup,__set_vma_name,1,3163,2.13876738757934e-05
startup,<std::sys::process::unix::common::Command>::spawn,2,3131,2.1171295259282055e-05
startup,__rustc::__rust_dealloc,1,3008,2.033958995206657e-05
startup,pthread_setspecific@GLIBC_2.2.5,1,2684,1.8148756459889184e-05
startup,_itoa_word,1,2537,1.7154767190290187e-05
startup,__posix_spawnattr_destroy,1,2529,1.710067253616235e-05
startup,__printf_buffer_write,2,2322,1.5700973360604576e-05
startup,__waitpid,1,1884,1.2739291047105522e-05
startup,__vsnprintf_internal,5,1832,1.2387675795274584e-05
startup,__GI___pthread_self,3,1708,1.1549208656293118e-05
startup,PyObject_Free,1,1007,6.809164588341434e-06
startup,PyErr_CheckSignals,7,81,5.477083730443457e-07
startup,<std::sync::mpmc::list::Channel<()>>::start_recv,1,42,2.839969341711422e-07
startup,perry_runtime::array::subclass::array_subclass_fast_length,1,36,2.4342594357526476e-07
startup,mi_page_fresh_alloc,2,31,2.0961678474536687e-07
startup,_dl_start,2,26,1.75807625915469e-07
startup,start_thread,26,26,1.75807625915469e-07
startup,clone3,6,6,4.057099059587746e-08
startup,__GI___pthread_disable_asynccancel,5,5,3.380915882989788e-08
startup,__GI___wait4,3,3,2.028549529793873e-08
startup,__spawnix,2,2,1.3523663531959153e-08
startup,_mi_page_init,2,2,1.3523663531959153e-08
startup,clock_nanosleep@GLIBC_2.2.5,2,2,1.3523663531959153e-08
startup,perry_runtime::array::subclass::dense_layout_for_validated_object,2,2,1.3523663531959153e-08
startup,perry_runtime::child_process::sync_run::cp_run_to_completion,2,2,1.3523663531959153e-08
startup,__munmap,1,1,6.7618317659795766e-09
startup,mi_arenas_page_regular_alloc,1,1,6.7618317659795766e-09
startup,perry_runtime::array::subclass::build_dense_layout,1,1,6.7618317659795766e-09
